,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,year,day_of_year
2016-08-02 02:00:00,2,1001.8333333333333,1006.6333333333333,181.66666666666666,2.5666666666666664,33.53333333333333,57.0,0.0,2016,215
2016-08-02 03:00:00,3,1001.8,1006.6,175.0,3.0,34.9,53.0,0.0,2016,215
2016-08-02 04:00:00,4,1001.0333333333333,1005.8333333333334,188.66666666666666,2.933333333333333,35.699999999999996,50.0,0.0,2016,215
2016-08-02 05:00:00,5,1000.2666666666667,1005.0666666666666,202.33333333333334,2.8666666666666667,36.5,47.0,0.0,2016,215
2016-08-02 06:00:00,6,999.5,1004.3,216.0,2.8,37.3,44.0,0.0,2016,215
2016-08-02 07:00:00,7,999.0,1003.8,161.0,2.433333333333333,36.46666666666666,48.0,0.0,2016,215
2016-08-02 08:00:00,8,998.5,1003.3,106.0,2.0666666666666664,35.63333333333333,52.0,0.0,2016,215
2016-08-02 09:00:00,9,998.0,1002.8,51.0,1.7,34.8,56.0,0.0,2016,215
2016-08-02 10:00:00,10,998.7,1003.5,63.333333333333336,1.9,33.5,60.666666666666664,0.0,2016,215
2016-08-02 11:00:00,11,999.4,1004.1999999999999,75.66666666666667,2.0999999999999996,32.199999999999996,65.33333333333333,0.0,2016,215
2016-08-02 12:00:00,12,1000.1,1004.9,88.0,2.3,30.9,70.0,0.0,2016,215
2016-08-02 13:00:00,13,1001.1,1005.9,162.0,2.5666666666666664,28.766666666666666,78.0,1.5999999999999999,2016,215
2016-08-02 14:00:00,14,1002.1,1006.9,236.0,2.8333333333333335,26.633333333333333,86.0,3.1999999999999997,2016,215
2016-08-02 15:00:00,15,1003.1,1007.9,310.0,3.1,24.5,94.0,4.8,2016,215
2016-08-02 16:00:00,16,1002.9,1007.6999999999999,280.3333333333333,2.666666666666667,24.566666666666666,94.66666666666667,4.4,2016,215
2016-08-02 17:00:00,17,1002.7,1007.5,250.66666666666666,2.2333333333333334,24.633333333333333,95.33333333333333,4.0,2016,215
2016-08-02 18:00:00,18,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2016,215
2016-08-02 19:00:00,19,1002.1666666666666,1006.9666666666666,219.0,2.1,24.766666666666666,95.66666666666667,2.5,2016,215
2016-08-02 20:00:00,20,1001.8333333333334,1006.6333333333333,217.0,2.4000000000000004,24.833333333333332,95.33333333333333,1.4,2016,215
2016-08-02 21:00:00,21,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2016,215
2016-08-02 22:00:00,22,1002.0666666666667,1006.9,219.0,2.0333333333333337,25.333333333333332,93.0,0.2,2016,215
2016-08-02 23:00:00,23,1002.6333333333333,1007.5,223.0,1.366666666666667,25.766666666666666,91.0,0.1,2016,215
2016-08-03 00:00:00,0,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2016,216
2016-08-03 01:00:00,1,1003.4333333333334,1008.3333333333334,262.0,1.0666666666666667,27.733333333333334,82.66666666666667,0.0,2016,216
2016-08-03 02:00:00,2,1003.6666666666666,1008.5666666666666,297.0,1.4333333333333333,29.266666666666666,76.33333333333333,0.0,2016,216
2016-08-03 03:00:00,3,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,2016,216
2016-08-03 04:00:00,4,1003.4,1008.2666666666667,332.6666666666667,2.1,31.533333333333335,67.33333333333333,0.0,2016,216
2016-08-03 05:00:00,5,1002.9,1007.7333333333333,333.3333333333333,2.4000000000000004,32.266666666666666,64.66666666666667,0.0,2016,216
2016-08-03 06:00:00,6,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,2016,216
2016-08-03 07:00:00,7,1002.1999999999999,1007.0,232.0,2.3666666666666667,32.733333333333334,62.333333333333336,0.0,2016,216
2016-08-03 08:00:00,8,1002.0,1006.8000000000001,130.0,2.033333333333333,32.46666666666667,62.666666666666664,0.0,2016,216
2016-08-03 09:00:00,9,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,2016,216
2016-08-03 10:00:00,10,1002.2666666666667,1007.1,86.33333333333334,2.4,31.366666666666667,67.0,0.0,2016,216
2016-08-03 11:00:00,11,1002.7333333333333,1007.6,144.66666666666669,3.0999999999999996,30.533333333333335,71.0,0.0,2016,216
2016-08-03 12:00:00,12,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,2016,216
2016-08-03 13:00:00,13,1003.5333333333334,1008.4333333333334,224.0,3.1333333333333333,28.7,78.66666666666667,0.0,2016,216
2016-08-03 14:00:00,14,1003.8666666666667,1008.7666666666667,245.0,2.466666666666667,27.7,82.33333333333333,0.0,2016,216
2016-08-03 15:00:00,15,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,2016,216
2016-08-03 16:00:00,16,1003.7333333333333,1008.6,252.66666666666666,1.8,26.466666666666665,85.66666666666667,0.0,2016,216
2016-08-03 17:00:00,17,1003.2666666666667,1008.1,239.33333333333334,1.8,26.233333333333334,85.33333333333333,0.0,2016,216
2016-08-03 18:00:00,18,1002.8,1007.6,226.0,1.8,26.0,85.0,0.0,2016,216
2016-08-03 19:00:00,19,1003.0333333333333,1007.8333333333334,333156.3333333333,1.2000000000000002,25.866666666666667,86.33333333333333,0.0,2016,216
2016-08-03 20:00:00,20,1003.2666666666667,1008.0666666666666,666086.6666666666,0.6000000000000001,25.733333333333334,87.66666666666667,0.0,2016,216
2016-08-03 21:00:00,21,1003.5,1008.3,999017.0,0.0,25.6,89.0,0.0,2016,216
2016-08-03 22:00:00,22,1003.8333333333334,1008.6333333333333,666085.6666666667,0.8333333333333334,26.533333333333335,85.66666666666667,0.0,2016,216
2016-08-03 23:00:00,23,1004.1666666666666,1008.9666666666666,333154.3333333334,1.6666666666666667,27.466666666666665,82.33333333333333,0.0,2016,216
2016-08-04 00:00:00,0,1004.5,1009.3,223.0,2.5,28.4,79.0,0.0,2016,217
2016-08-04 01:00:00,1,1004.4333333333333,1009.2333333333333,217.66666666666666,2.3333333333333335,29.5,74.66666666666667,0.0,2016,217
2016-08-04 02:00:00,2,1004.3666666666667,1009.1666666666666,212.33333333333334,2.1666666666666665,30.599999999999998,70.33333333333333,0.0,2016,217
2016-08-04 03:00:00,3,1004.3,1009.1,207.0,2.0,31.7,66.0,0.0,2016,217
2016-08-04 04:00:00,4,1003.6333333333333,1008.4333333333334,238.66666666666666,2.1,32.733333333333334,61.666666666666664,0.0,2016,217
2016-08-04 05:00:00,5,1002.9666666666666,1007.7666666666667,270.3333333333333,2.1999999999999997,33.766666666666666,57.333333333333336,0.0,2016,217
2016-08-04 06:00:00,6,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0,2016,217
2016-08-04 07:00:00,7,1002.1666666666666,1007.0,260.3333333333333,2.3,32.56666666666666,63.333333333333336,0.2333333333333333,2016,217
2016-08-04 08:00:00,8,1002.0333333333333,1006.9,218.66666666666669,2.3,30.333333333333332,73.66666666666667,0.4666666666666666,2016,217
2016-08-04 09:00:00,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016,217
2016-08-04 10:00:00,10,1002.6999999999999,1007.6,198.66666666666666,1.9,27.533333333333335,87.33333333333333,0.9333333333333332,2016,217
2016-08-04 11:00:00,11,1003.5,1008.4,220.33333333333334,1.5,26.966666666666665,90.66666666666667,1.1666666666666665,2016,217
2016-08-04 12:00:00,12,1004.3,1009.2,242.0,1.1,26.4,94.0,1.4,2016,217
2016-08-04 13:00:00,13,1004.3333333333333,1009.2333333333333,230.33333333333334,1.5333333333333334,26.099999999999998,94.33333333333333,0.9333333333333333,2016,217
2016-08-04 14:00:00,14,1004.3666666666667,1009.2666666666667,218.66666666666666,1.9666666666666668,25.8,94.66666666666667,0.4666666666666667,2016,217
2016-08-04 15:00:00,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016,217
2016-08-04 16:00:00,16,1004.2666666666667,1009.1333333333333,206.66666666666666,2.1,25.4,95.0,0.0,2016,217
2016-08-04 17:00:00,17,1004.1333333333333,1008.9666666666666,206.33333333333334,1.7999999999999998,25.3,95.0,0.0,2016,217
2016-08-04 18:00:00,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016,217
2016-08-04 19:00:00,19,1003.8666666666667,1008.6999999999999,228.33333333333334,1.1666666666666667,25.099999999999998,94.66666666666667,0.0,2016,217
2016-08-04 20:00:00,20,1003.7333333333333,1008.6,250.66666666666666,0.8333333333333334,25.0,94.33333333333333,0.0,2016,217
2016-08-04 21:00:00,21,1003.6,1008.5,273.0,0.5,24.9,94.0,0.0,2016,217
2016-08-04 22:00:00,22,1003.9,1008.8,248.66666666666666,0.5333333333333333,25.633333333333333,91.66666666666667,0.0,2016,217
2016-08-04 23:00:00,23,1004.2,1009.1,224.33333333333334,0.5666666666666667,26.366666666666667,89.33333333333333,0.0,2016,217
2016-08-05 00:00:00,0,1004.5,1009.4,200.0,0.6,27.1,87.0,0.0,2016,218
2016-08-05 01:00:00,1,1004.2,1009.1,226.66666666666666,1.0333333333333332,28.566666666666666,81.33333333333333,0.0,2016,218
2016-08-05 02:00:00,2,1003.9,1008.8,253.33333333333334,1.4666666666666666,30.033333333333335,75.66666666666667,0.0,2016,218
2016-08-05 03:00:00,3,1003.6,1008.5,280.0,1.9,31.5,70.0,0.0,2016,218
2016-08-05 04:00:00,4,1003.0333333333333,1007.9,216.0,1.8,32.233333333333334,65.66666666666667,0.0,2016,218
2016-08-05 05:00:00,5,1002.4666666666667,1007.3000000000001,152.0,1.7,32.96666666666667,61.333333333333336,0.0,2016,218
2016-08-05 06:00:00,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016,218
2016-08-05 07:00:00,7,1001.4666666666667,1006.2666666666667,333064.3333333333,1.0666666666666669,33.300000000000004,59.333333333333336,0.0,2016,218
2016-08-05 08:00:00,8,1001.0333333333333,1005.8333333333334,666040.6666666666,0.5333333333333334,32.9,61.666666666666664,0.0,2016,218
2016-08-05 09:00:00,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016,218
2016-08-05 10:00:00,10,1001.0666666666667,1005.8666666666667,666113.0,0.9666666666666667,31.5,68.0,0.0,2016,218
2016-08-05 11:00:00,11,1001.5333333333333,1006.3333333333333,333209.0,1.9333333333333333,30.5,72.0,0.0,2016,218
2016-08-05 12:00:00,12,1002.0,1006.8,305.0,2.9,29.5,76.0,0.0,2016,218
2016-08-05 13:00:00,13,1002.2,1007.0,304.3333333333333,2.5666666666666664,29.333333333333332,77.0,0.0,2016,218
2016-08-05 14:00:00,14,1002.4,1007.1999999999999,303.6666666666667,2.2333333333333334,29.166666666666668,78.0,0.0,2016,218
2016-08-05 15:00:00,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016,218
2016-08-05 16:00:00,16,1002.2333333333333,1007.0333333333333,300.3333333333333,2.0666666666666664,28.866666666666667,80.33333333333333,0.0,2016,218
2016-08-05 17:00:00,17,1001.8666666666667,1006.6666666666666,297.6666666666667,2.2333333333333334,28.733333333333334,81.66666666666667,0.0,2016,218
2016-08-05 18:00:00,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016,218
2016-08-05 19:00:00,19,1001.3666666666667,1006.1666666666666,295.0,2.2333333333333334,28.166666666666668,85.0,0.0,2016,218
2016-08-05 20:00:00,20,1001.2333333333333,1006.0333333333333,295.0,2.0666666666666664,27.733333333333334,87.0,0.0,2016,218
2016-08-05 21:00:00,21,1001.1,1005.9,295.0,1.9,27.3,89.0,0.0,2016,218
2016-08-05 22:00:00,22,1001.2,1006.0,280.3333333333333,1.5666666666666667,27.866666666666667,86.66666666666667,0.0,2016,218
2016-08-05 23:00:00,23,1001.3,1006.1,265.6666666666667,1.2333333333333334,28.433333333333334,84.33333333333333,0.0,2016,218
2016-08-06 00:00:00,0,1001.4,1006.2,251.0,0.9,29.0,82.0,0.0,2016,219
2016-08-06 01:00:00,1,1001.1999999999999,1006.0,264.0,1.1666666666666667,30.099999999999998,76.33333333333333,0.0,2016,219
2016-08-06 02:00:00,2,1001.0,1005.8000000000001,277.0,1.4333333333333333,31.2,70.66666666666667,0.0,2016,219
2016-08-06 03:00:00,3,1000.8,1005.6,290.0,1.7,32.3,65.0,0.0,2016,219
2016-08-06 04:00:00,4,1000.1999999999999,1005.0,333199.0,1.1333333333333333,30.9,72.66666666666667,0.6666666666666666,2016,219
2016-08-06 05:00:00,5,999.6,1004.4,666108.0,0.5666666666666667,29.5,80.33333333333333,1.3333333333333333,2016,219
2016-08-06 06:00:00,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016,219
2016-08-06 07:00:00,7,998.8333333333334,1003.6333333333333,666043.3333333333,0.5666666666666667,28.833333333333336,84.33333333333333,1.3333333333333335,2016,219
2016-08-06 08:00:00,8,998.6666666666666,1003.4666666666666,333069.6666666666,1.1333333333333333,29.566666666666666,80.66666666666667,0.6666666666666667,2016,219
2016-08-06 09:00:00,9,998.5,1003.3,96.0,1.7,30.3,77.0,0.0,2016,219
2016-08-06 10:00:00,10,998.7333333333333,1003.5333333333333,91.33333333333333,1.6666666666666667,30.1,78.33333333333333,0.0,2016,219
2016-08-06 11:00:00,11,998.9666666666667,1003.7666666666667,86.66666666666667,1.6333333333333333,29.9,79.66666666666667,0.0,2016,219
2016-08-06 12:00:00,12,999.2,1004.0,82.0,1.6,29.7,81.0,0.0,2016,219
2016-08-06 13:00:00,13,999.3666666666667,1004.1666666666666,89.0,1.6666666666666667,29.333333333333332,80.33333333333333,0.0,2016,219
2016-08-06 14:00:00,14,999.5333333333334,1004.3333333333334,96.0,1.7333333333333334,28.96666666666667,79.66666666666667,0.0,2016,219
2016-08-06 15:00:00,15,999.7,1004.5,103.0,1.8,28.6,79.0,0.0,2016,219
2016-08-06 16:00:00,16,999.3666666666667,1004.1666666666666,105.66666666666667,1.6666666666666667,28.3,79.66666666666667,0.0,2016,219
2016-08-06 17:00:00,17,999.0333333333334,1003.8333333333334,108.33333333333333,1.5333333333333332,28.0,80.33333333333333,0.0,2016,219
2016-08-06 18:00:00,18,998.7,1003.5,111.0,1.4,27.7,81.0,0.0,2016,219
2016-08-06 19:00:00,19,998.7666666666667,1003.5666666666667,110.66666666666667,1.2666666666666666,27.433333333333334,83.33333333333333,0.0,2016,219
2016-08-06 20:00:00,20,998.8333333333334,1003.6333333333333,110.33333333333333,1.1333333333333333,27.166666666666664,85.66666666666667,0.0,2016,219
2016-08-06 21:00:00,21,998.9,1003.7,110.0,1.0,26.9,88.0,0.0,2016,219
2016-08-06 22:00:00,22,999.1333333333333,1003.9333333333334,130.0,1.6333333333333333,27.73333333333333,83.0,0.0,2016,219
2016-08-06 23:00:00,23,999.3666666666667,1004.1666666666666,150.0,2.2666666666666666,28.566666666666666,78.0,0.0,2016,219
2016-08-07 00:00:00,0,999.6,1004.4,170.0,2.9,29.4,73.0,0.0,2016,220
2016-08-07 01:00:00,1,999.4666666666667,1004.2666666666667,149.66666666666666,2.433333333333333,30.766666666666666,67.66666666666667,0.0,2016,220
2016-08-07 02:00:00,2,999.3333333333334,1004.1333333333333,129.33333333333334,1.9666666666666668,32.13333333333333,62.333333333333336,0.0,2016,220
2016-08-07 03:00:00,3,999.2,1004.0,109.0,1.5,33.5,57.0,0.0,2016,220
2016-08-07 04:00:00,4,998.7,1003.5,103.33333333333333,2.3,33.96666666666667,55.666666666666664,0.0,2016,220
2016-08-07 05:00:00,5,998.2,1003.0,97.66666666666667,3.0999999999999996,34.43333333333333,54.333333333333336,0.0,2016,220
2016-08-07 06:00:00,6,997.7,1002.5,92.0,3.9,34.9,53.0,0.0,2016,220
2016-08-07 07:00:00,7,997.5,1002.3,87.33333333333333,4.766666666666667,34.166666666666664,56.0,0.0,2016,220
2016-08-07 08:00:00,8,997.3000000000001,1002.1,82.66666666666667,5.633333333333333,33.43333333333334,59.0,0.0,2016,220
2016-08-07 09:00:00,9,997.1,1001.9,78.0,6.5,32.7,62.0,0.0,2016,220
2016-08-07 10:00:00,10,997.7,1002.5,76.0,5.433333333333334,31.96666666666667,64.33333333333333,0.0,2016,220
2016-08-07 11:00:00,11,998.3,1003.1,74.0,4.366666666666667,31.233333333333334,66.66666666666667,0.0,2016,220
2016-08-07 12:00:00,12,998.9,1003.7,72.0,3.3,30.5,69.0,0.0,2016,220
2016-08-07 13:00:00,13,999.2666666666667,1004.0666666666667,79.66666666666667,3.533333333333333,30.166666666666668,68.0,0.0,2016,220
2016-08-07 14:00:00,14,999.6333333333333,1004.4333333333333,87.33333333333333,3.7666666666666666,29.833333333333332,67.0,0.0,2016,220
2016-08-07 15:00:00,15,1000.0,1004.8,95.0,4.0,29.5,66.0,0.0,2016,220
2016-08-07 16:00:00,16,999.8,1004.6,91.66666666666667,3.2,28.933333333333334,68.66666666666667,0.0,2016,220
2016-08-07 17:00:00,17,999.6,1004.4,88.33333333333333,2.4000000000000004,28.366666666666667,71.33333333333333,0.0,2016,220
2016-08-07 18:00:00,18,999.4,1004.2,85.0,1.6,27.8,74.0,0.0,2016,220
2016-08-07 19:00:00,19,999.4666666666667,1004.2666666666667,86.0,1.7,27.533333333333335,76.0,0.0,2016,220
2016-08-07 20:00:00,20,999.5333333333333,1004.3333333333334,87.0,1.8,27.266666666666666,78.0,0.0,2016,220
2016-08-07 21:00:00,21,999.6,1004.4,88.0,1.9,27.0,80.0,0.0,2016,220
2016-08-07 22:00:00,22,999.7,1004.5,81.0,2.0666666666666664,28.033333333333335,75.66666666666667,0.0,2016,220
2016-08-07 23:00:00,23,999.8,1004.6,74.0,2.2333333333333334,29.066666666666666,71.33333333333333,0.0,2016,220
2016-08-08 00:00:00,0,999.9,1004.7,67.0,2.4,30.1,67.0,0.0,2016,221
2016-08-08 01:00:00,1,999.9666666666667,1004.7666666666667,80.33333333333333,2.3,30.96666666666667,64.66666666666667,0.0,2016,221
2016-08-08 02:00:00,2,1000.0333333333333,1004.8333333333334,93.66666666666667,2.2,31.833333333333336,62.333333333333336,0.0,2016,221
2016-08-08 03:00:00,3,1000.1,1004.9,107.0,2.1,32.7,60.0,0.0,2016,221
2016-08-08 04:00:00,4,999.5,1004.3,100.0,2.7666666666666666,33.36666666666667,56.666666666666664,0.0,2016,221
2016-08-08 05:00:00,5,998.9,1003.7,93.0,3.433333333333333,34.03333333333334,53.333333333333336,0.0,2016,221
2016-08-08 06:00:00,6,998.3,1003.1,86.0,4.1,34.7,50.0,0.0,2016,221
2016-08-08 07:00:00,7,998.1999999999999,1003.0,78.33333333333333,4.366666666666666,34.03333333333334,51.666666666666664,0.0,2016,221
2016-08-08 08:00:00,8,998.1,1002.9,70.66666666666667,4.633333333333334,33.36666666666667,53.333333333333336,0.0,2016,221
2016-08-08 09:00:00,9,998.0,1002.8,63.0,4.9,32.7,55.0,0.0,2016,221
2016-08-08 10:00:00,10,998.5666666666667,1003.3666666666667,69.66666666666667,3.9000000000000004,31.733333333333334,61.666666666666664,0.0,2016,221
2016-08-08 11:00:00,11,999.1333333333333,1003.9333333333333,76.33333333333333,2.9,30.76666666666667,68.33333333333333,0.0,2016,221
2016-08-08 12:00:00,12,999.7,1004.5,83.0,1.9,29.8,75.0,0.0,2016,221
2016-08-08 13:00:00,13,999.9666666666667,1004.7666666666667,88.0,2.6333333333333333,29.5,75.0,0.0,2016,221
2016-08-08 14:00:00,14,1000.2333333333333,1005.0333333333333,93.0,3.3666666666666663,29.2,75.0,0.0,2016,221
2016-08-08 15:00:00,15,1000.5,1005.3,98.0,4.1,28.9,75.0,0.0,2016,221
2016-08-08 16:00:00,16,1000.2333333333333,1005.0333333333333,102.66666666666667,3.1333333333333333,28.633333333333333,75.66666666666667,0.0,2016,221
2016-08-08 17:00:00,17,999.9666666666667,1004.7666666666667,107.33333333333333,2.166666666666667,28.366666666666667,76.33333333333333,0.0,2016,221
2016-08-08 18:00:00,18,999.7,1004.5,112.0,1.2,28.1,77.0,0.0,2016,221
2016-08-08 19:00:00,19,999.7333333333333,1004.5333333333333,171.33333333333334,1.1666666666666667,27.1,83.0,0.2333333333333333,2016,221
2016-08-08 20:00:00,20,999.7666666666667,1004.5666666666667,230.66666666666669,1.1333333333333333,26.1,89.0,0.4666666666666666,2016,221
2016-08-08 21:00:00,21,999.8,1004.6,290.0,1.1,25.1,95.0,0.7,2016,221
2016-08-08 22:00:00,22,1000.0666666666666,1004.9,199.33333333333331,1.0666666666666667,25.2,95.0,5.2,2016,221
2016-08-08 23:00:00,23,1000.3333333333334,1005.2,108.66666666666666,1.0333333333333334,25.3,95.0,9.7,2016,221
2016-08-09 00:00:00,0,1000.6,1005.5,18.0,1.0,25.4,95.0,14.2,2016,222
2016-08-09 01:00:00,1,1000.3666666666667,1005.2333333333333,109.33333333333333,1.1666666666666667,26.066666666666666,94.33333333333333,10.266666666666666,2016,222
2016-08-09 02:00:00,2,1000.1333333333333,1004.9666666666667,200.66666666666666,1.3333333333333333,26.73333333333333,93.66666666666667,6.333333333333333,2016,222
2016-08-09 03:00:00,3,999.9,1004.7,292.0,1.5,27.4,93.0,2.4,2016,222
2016-08-09 04:00:00,4,999.4,1004.2,214.33333333333331,1.6666666666666667,28.833333333333332,85.33333333333333,1.6,2016,222
2016-08-09 05:00:00,5,998.9,1003.7,136.66666666666666,1.8333333333333333,30.266666666666666,77.66666666666667,0.8,2016,222
2016-08-09 06:00:00,6,998.4,1003.2,59.0,2.0,31.7,70.0,0.0,2016,222
2016-08-09 07:00:00,7,998.3,1003.1333333333333,59.0,2.4,30.666666666666668,76.0,0.9,2016,222
2016-08-09 08:00:00,8,998.2,1003.0666666666667,59.0,2.8000000000000003,29.633333333333333,82.0,1.8,2016,222
2016-08-09 09:00:00,9,998.1,1003.0,59.0,3.2,28.6,88.0,2.7,2016,222
2016-08-09 10:00:00,10,998.6333333333333,1003.5333333333333,62.666666666666664,2.566666666666667,28.533333333333335,88.33333333333333,1.8000000000000003,2016,222
2016-08-09 11:00:00,11,999.1666666666667,1004.0666666666667,66.33333333333333,1.9333333333333333,28.466666666666665,88.66666666666667,0.9000000000000001,2016,222
2016-08-09 12:00:00,12,999.7,1004.6,70.0,1.3,28.4,89.0,0.0,2016,222
2016-08-09 13:00:00,13,1000.0333333333334,1004.9333333333334,77.66666666666667,1.5666666666666667,28.333333333333332,89.0,0.0,2016,222
2016-08-09 14:00:00,14,1000.3666666666667,1005.2666666666667,85.33333333333333,1.8333333333333335,28.266666666666666,89.0,0.0,2016,222
2016-08-09 15:00:00,15,1000.7,1005.6,93.0,2.1,28.2,89.0,0.0,2016,222
2016-08-09 16:00:00,16,1000.4666666666667,1005.3333333333334,93.0,1.8333333333333335,28.099999999999998,89.66666666666667,0.0,2016,222
2016-08-09 17:00:00,17,1000.2333333333333,1005.0666666666666,93.0,1.5666666666666669,28.0,90.33333333333333,0.0,2016,222
2016-08-09 18:00:00,18,1000.0,1004.8,93.0,1.3,27.9,91.0,0.0,2016,222
2016-08-09 19:00:00,19,1000.1333333333333,1004.9333333333333,88.66666666666667,1.4000000000000001,27.8,91.0,0.0,2016,222
2016-08-09 20:00:00,20,1000.2666666666667,1005.0666666666667,84.33333333333333,1.5,27.7,91.0,0.0,2016,222
2016-08-09 21:00:00,21,1000.4,1005.2,80.0,1.6,27.6,91.0,0.0,2016,222
2016-08-09 22:00:00,22,1000.7666666666667,1005.5666666666667,68.33333333333333,1.6666666666666667,27.96666666666667,89.33333333333333,0.0,2016,222
2016-08-09 23:00:00,23,1001.1333333333333,1005.9333333333333,56.66666666666667,1.7333333333333334,28.333333333333332,87.66666666666667,0.0,2016,222
2016-08-10 00:00:00,0,1001.5,1006.3,45.0,1.8,28.7,86.0,0.0,2016,223
2016-08-10 01:00:00,1,1001.4,1006.1999999999999,74.33333333333333,1.8333333333333333,30.066666666666666,79.33333333333333,0.0,2016,223
2016-08-10 02:00:00,2,1001.3000000000001,1006.1,103.66666666666666,1.8666666666666667,31.43333333333333,72.66666666666667,0.0,2016,223
2016-08-10 03:00:00,3,1001.2,1006.0,133.0,1.9,32.8,66.0,0.0,2016,223
2016-08-10 04:00:00,4,1000.8000000000001,1005.6,108.0,2.3333333333333335,33.166666666666664,64.66666666666667,0.0,2016,223
2016-08-10 05:00:00,5,1000.4,1005.1999999999999,83.0,2.7666666666666666,33.53333333333333,63.333333333333336,0.0,2016,223
2016-08-10 06:00:00,6,1000.0,1004.8,58.0,3.2,33.9,62.0,0.0,2016,223
2016-08-10 07:00:00,7,1000.0,1004.8,72.66666666666667,3.6333333333333333,33.36666666666667,65.66666666666667,0.0,2016,223
2016-08-10 08:00:00,8,1000.0,1004.8,87.33333333333333,4.066666666666666,32.83333333333333,69.33333333333333,0.0,2016,223
2016-08-10 09:00:00,9,1000.0,1004.8,102.0,4.5,32.3,73.0,0.0,2016,223
2016-08-10 10:00:00,10,1000.4666666666667,1005.2666666666667,91.0,3.566666666666667,31.599999999999998,76.66666666666667,0.0,2016,223
2016-08-10 11:00:00,11,1000.9333333333333,1005.7333333333333,80.0,2.6333333333333337,30.9,80.33333333333333,0.0,2016,223
2016-08-10 12:00:00,12,1001.4,1006.2,69.0,1.7,30.2,84.0,0.0,2016,223
2016-08-10 13:00:00,13,1001.8,1006.6,78.66666666666667,1.7333333333333334,29.933333333333334,83.33333333333333,0.0,2016,223
2016-08-10 14:00:00,14,1002.2,1007.0,88.33333333333333,1.7666666666666666,29.666666666666664,82.66666666666667,0.0,2016,223
2016-08-10 15:00:00,15,1002.6,1007.4,98.0,1.8,29.4,82.0,0.0,2016,223
2016-08-10 16:00:00,16,1002.4333333333334,1007.2333333333333,93.33333333333333,1.6666666666666667,28.933333333333334,83.33333333333333,0.0,2016,223
2016-08-10 17:00:00,17,1002.2666666666667,1007.0666666666666,88.66666666666667,1.5333333333333332,28.466666666666665,84.66666666666667,0.0,2016,223
2016-08-10 18:00:00,18,1002.1,1006.9,84.0,1.4,28.0,86.0,0.0,2016,223
2016-08-10 19:00:00,19,1002.2,1007.0,91.66666666666667,1.2,27.6,88.0,0.0,2016,223
2016-08-10 20:00:00,20,1002.3,1007.1,99.33333333333333,1.0,27.2,90.0,0.0,2016,223
2016-08-10 21:00:00,21,1002.4,1007.2,107.0,0.8,26.8,92.0,0.0,2016,223
2016-08-10 22:00:00,22,1002.8333333333334,1007.6333333333333,101.66666666666667,1.2333333333333334,28.066666666666666,86.33333333333333,0.0,2016,223
2016-08-10 23:00:00,23,1003.2666666666667,1008.0666666666667,96.33333333333333,1.6666666666666667,29.333333333333336,80.66666666666667,0.0,2016,223
2016-08-11 00:00:00,0,1003.7,1008.5,91.0,2.1,30.6,75.0,0.0,2016,224
2016-08-11 01:00:00,1,1003.6666666666667,1008.4666666666667,80.0,2.6,31.2,71.33333333333333,0.0,2016,224
2016-08-11 02:00:00,2,1003.6333333333333,1008.4333333333333,69.0,3.1,31.8,67.66666666666667,0.0,2016,224
2016-08-11 03:00:00,3,1003.6,1008.4,58.0,3.6,32.4,64.0,0.0,2016,224
2016-08-11 04:00:00,4,1002.9,1007.6999999999999,47.666666666666664,3.6,33.0,62.0,0.0,2016,224
2016-08-11 05:00:00,5,1002.2,1007.0,37.33333333333333,3.6,33.6,60.0,0.0,2016,224
2016-08-11 06:00:00,6,1001.5,1006.3,27.0,3.6,34.2,58.0,0.0,2016,224
2016-08-11 07:00:00,7,1001.4666666666667,1006.2666666666667,45.0,3.533333333333333,33.7,59.666666666666664,0.0,2016,224
2016-08-11 08:00:00,8,1001.4333333333333,1006.2333333333333,63.0,3.466666666666667,33.2,61.333333333333336,0.0,2016,224
2016-08-11 09:00:00,9,1001.4,1006.2,81.0,3.4,32.7,63.0,0.0,2016,224
2016-08-11 10:00:00,10,1001.6666666666666,1006.4666666666667,78.33333333333333,3.2666666666666666,31.866666666666667,68.33333333333333,0.0,2016,224
